Session ID,Title,Day,Date,Theatre,Start Time,End Time,OLDCategories,Categories,Description,Speaker 1 Name,Speaker 1 Job Title,Speaker 1 Company,Speaker 1 Profile URL,Speaker 2 Name,Speaker 2 Job Title,Speaker 2 Company,Speaker 2 Profile URL,Speaker 3 Name,Speaker 3 Job Title,Speaker 3 Company,Speaker 3 Profile URL,Speaker 4 Name,Speaker 4 Job Title,Speaker 4 Company,Speaker 4 Profile URL,Speaker 5 Name,Speaker 5 Job Title,Speaker 5 Company,Speaker 5 Profile URL,Session URL,Manual Ranking Bump
36402,How accountants are getting real value from AI,Day 2,14-May-26,Theatre 11 - AI,11:20,12:00,"AI, AI & Automation, Practice Management","Practice Management, AI & Automation","Artificial intelligence promises to transform the accounting industry, but separating genuine value from hype can be challenging. In this session, Bright's AI expert Euan Matthews shows how accountants can leverage AI to deliver real value for their practice, including improving efficiency, analysing client data to identify trends and opportunities, and creating new service lines for clients. Attendees will gain practical techniques they can apply in daily workflows to protect data, enhance margins, deliver better client outcomes, and differentiate their practice in a competitive market.",Euan Matthews,Head of AI,Bright Software Group,https://www.accountex.co.uk/london/speakers/euan-matthews/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/how-accountants-are-getting-real-value-from-ai/,FALSE
36271,"Technology, ethics and accountability: What modern accountancy demands",Day 2,14-May-26,Theatre 11 - AI,12:20,13:00,"AI, AI & Automation","AI & Automation, Technology & Software","Technology is changing how you work, but it does not change your ethical responsibilities. As new systems and AI-enabled tools become part of everyday practice, ethical codes now place greater emphasis on how technology is selected, used and overseen. This session explains what those changes mean in practice. Using real-world scenarios, Julia explores situations where technology can unintentionally compromise ethical standards, and sets out practical steps you can take to manage risk, maintain accountability and avoid ethical breaches.",Julia Penny,ICAEW Past President - Chartered Accountant,JS Penny Ltd,https://www.accountex.co.uk/london/speakers/julia-penny/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/technology-ethics-and-accountability-what-modern-accountancy-demands/,FALSE
36334,The intersection of the human/AI paradigm,Day 2,14-May-26,Theatre 11 - AI,13:20,14:00,"AI, AI & Automation, Data & Analytics, HR & People, Practice Management","Data & Analytics, AI & Automation, HR & Leadership","This session explores how accountants can integrate AI into their workflows while keeping people at the center. The panel will discuss how AI supports accuracy, efficiency and deeper insight, and how professionals can evolve their skills without losing the human judgment, empathy and trust that clients rely on. Attendees will learn practical ways to adopt AI that enhance expertise, strengthen relationships and build a future ready practice.",Jess Miller,Head of Advisor Channel,Fathom - An Access Company,https://www.accountex.co.uk/london/speakers/jess-miller/,Eriona Bajrakurtaj,CEO,Majors Accounts & Co / Volt Digital Transformation,https://www.accountex.co.uk/london/speakers/eriona-bajrakurtaj/,Kasia Machalinski,Director,Prevail Accountancy,https://www.accountex.co.uk/london/speakers/kasia-machalinski/,Stephen Paul,CEO,Valued,https://www.accountex.co.uk/london/speakers/stephen-paul/,,,,,https://www.accountex.co.uk/london/sessions/the-intersection-of-the-human-ai-paradigm/,FALSE
37031,Getting AI to work for you through better prompting,Day 2,14-May-26,Theatre 11 - AI,14:20,15:00,"AI, AI & Automation",AI & Automation,"In this interactive workshop, participants will explore practical strategies for crafting effective AI prompts to get more accurate, creative, and useful responses. Through hands-on activities and real-time feedback, attendees will learn how to structure prompts, refine questions, and guide AI tools to better support their personal and professional tasks. By the end of the session, participants will have a toolkit of prompting techniques they can immediately apply to make AI work smarter for them.",Jamie Crossman-Smith,Founder & Principal,Bloch AI,https://www.accountex.co.uk/london/speakers/jamie-crossman-smith/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/getting-ai-to-work-for-you-through-better-prompting/,FALSE
36362,AI doesn't fit today's accounting systems: Why real automation needs a new foundation,Day 2,14-May-26,Theatre 11 - AI,15:20,16:00,"AI, AI & Automation","AI & Automation, Technology & Software","AI is often talked about as a smarter add-on to existing accounting software. In reality, it changes the rules entirely. This session explains why meaningful automation can't be achieved by simply layering AI onto today's accounting systems, and what a new foundation needs to look like. Attendees will gain a clear mental model for how AI is reshaping accounting, why month-end exists at all, and what this shift means for firms planning their future.",Jane Cummings,Chief Technology Officer,Outmin,https://www.accountex.co.uk/london/speakers/jane-cummings/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/ai-doesnt-fit-todays-accounting-systems-why-real-automation-needs-a-new-foundation/,FALSE
36320,Neurodivergent leadership: The high-performance edge and the hidden cost of mental health,Day 2,14-May-26,Theatre 12 - Talent,10:20,11:00,"Neurodiversity, Tax & MTD, HR & People, Marketing & Growth, Practice Management","HR & Leadership, Mental Health & Wellbeing","Many firm owners and their teams are white-knuckling it, masking struggles just to survive the day. We talk tax and tech, but ignore the neurodivergent (ND) brainthe engine that drives success but can lead to burnout, isolation, or addiction. I'm pulling back the curtain on the ND reality in our profession. We'll explore the tactical edge of the 'different' brain, the traps of high-pressure leadership, and how to build a team where ND talent thrives. No clinical fluffjust a raw look at staying sane while scaling, and how to harness the unique abilities of your team while protecting them from the ND risks they face.",Des ONeill,Founder and OmniPro Group CEO,ProfitPro,https://www.accountex.co.uk/london/speakers/des-oneill/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/neurodivergent-leadership-the-high-performance-edge-and-the-hidden-cost-of-mental-health/,FALSE
36376,"Old controls, modern cybercrime: Staying secure in the age of AI",Day 2,14-May-26,Theatre 12 - Talent,11:20,12:00,"Engagement / Recruitment / Training / Development / Upskilling / Retention / HR, AI & Automation, Cyber Security, Data & Analytics","HR & Leadership, Data & Analytics, Cyber Security","Join us as we explore how AI-driven tools and emerging cyber threats, such as deepfakes, synthetic documents and business email compromise, are reshaping financial risk. In this fast-paced session, we'll share real-world examples and practical insights to help finance leaders strengthen decision-making and protect their organisations. A focused 15-minute keynote is followed by a dynamic expert panel and an audience Q&A. Perfect for FDs, CFOs and anyone looking to stay ahead of the evolving cyber landscape.",William Taaffe,Chief Operating Officer,Lockdown Cyber Security,https://www.accountex.co.uk/london/speakers/william-taaffe/,Louisa Matheson,Digital Programme Manager,First Intuition,https://www.accountex.co.uk/london/speakers/louisa-matheson/,John Holliday,Owner,Pocknells Group,https://www.accountex.co.uk/london/speakers/john-holliday/,Becky Glover,CFO of Mazuma & Co-Founder of Connexion Career Collective,Mazuma,https://www.accountex.co.uk/london/speakers/becky-glover/,,,,,https://www.accountex.co.uk/london/sessions/old-controls-modern-cybercrime-staying-secure-in-the-age-of-ai/,FALSE
36862,Developing high-potential talent from school leaver to partner,Day 2,14-May-26,Theatre 12 - Talent,12:20,13:00,"Engagement / Recruitment / Training / Development / Upskilling / Retention / HR, HR & People",HR & Leadership,"The journey to becoming a finance professional is changingfaster, more diverse, and more digital than ever. This session brings together employers shaping the future of early careers to discuss what the modern pathway looks like, from 16-year-old entrants through to partner-level progression. Explore the impact of hybrid team structures, digital skills development, and how employers can better support talent at every career stage through coaching, succession planning and strategic workforce design. Perfect for organisations committed to growing and retaining the next generation of leaders.",Cassandra Buckingham,Executive Consultant,SBM Services,https://www.accountex.co.uk/london/speakers/cassandra-buckingham/,Clive Webb,Senior Insights Manager,ACCA,https://www.accountex.co.uk/london/speakers/clive-webb/,Charlotte Shaw,Head of Client and Sector Engagement,First Intuition,https://www.accountex.co.uk/london/speakers/charlotte-shaw/,Jayne Sibley,People Partner,BHP,https://www.accountex.co.uk/london/speakers/jayne-sibley/,,,,,https://www.accountex.co.uk/london/sessions/developing-high-potential-talent-from-school-leaver-to-partner/,FALSE
36380,"It's 2026, but your Excel skills are in 1993",Day 2,14-May-26,Theatre 12 - Talent,13:20,14:00,Data Analytics,"Data & Analytics, HR & Leadership, Other","Imagine if Microsoft actually listened to users and built tools that solved the biggest challenges facing Finance teams. Well, over the last 15 years, they did. Excel has gained powerful features that can turn hours of work into seconds. Yet, most finance professionals are still talking about VLOOKUP and PivotTables; the features that have long since been surpassed. The problem isn't Excel; the problem is your skills are so outdated that you don't know these modern features even exist.",Louisa Matheson,Digital Programme Manager,First Intuition,https://www.accountex.co.uk/london/speakers/louisa-matheson/,Mark Proctor,Founder - Excel Off The Grid,Excel Off The Grid,https://www.accountex.co.uk/london/speakers/mark-proctor/,Katie Scott,Finance Manager,First Intuition,https://www.accountex.co.uk/london/speakers/katie-scott/,Tracey Leavold,Finance Director,First Intuition,https://www.accountex.co.uk/london/speakers/tracey-leavold/,,,,,https://www.accountex.co.uk/london/sessions/its-2026-but-your-excel-skills-are-in-1993/,FALSE
36363,Beyond the numbers: Building leadership capability in accountancy firms,Day 2,14-May-26,Theatre 12 - Talent,14:20,15:00,"Engagement / Recruitment / Training / Development / Upskilling / Retention / HR, HR & People",HR & Leadership,"The accountancy profession excels at technical training but consistently under invests in leadership development. Professionals are promoted based on technical ability, then expected to manage teams, hold difficult conversations, and develop others, with little or no preparation. This session brings together First Intuition, one of the UK's leading accountancy training providers, and The Global Growth Institute, creators of the World Class Manager. Together, we'll explore why the leadership skills gap exists, what it's costing firms, and practical approaches to developing the complete professional.",Peter Humphreys,Managing Director - Impact Skills Academy,First Intuition,https://www.accountex.co.uk/london/speakers/peter-humphreys/,Ashley Price,Client Director,The Global Growth Institute,https://www.accountex.co.uk/london/speakers/ashley-price/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/beyond-the-numbers-building-leadership-capability-in-accountancy-firms/,FALSE
36352,How we can fix the talent shortage to turbo charge growth,Day 2,14-May-26,Theatre 12 - Talent,15:20,16:00,"Engagement / Recruitment / Training / Development / Upskilling / Retention / HR, HR & People",HR & Leadership,"According to a recent report 94% of firms say talent shortage is blocking growth. When you engage young people with the sector from an earlier age, you're removing misconceptions about a career in accounting and tapping into a wealth of untapped talent.",Mohammed Amin MBE,Former Partner at PwC and Co-Chair of the Muslim Jewish Forum of Greater Manchester,PwC and Muslim Jewish Forum of Greater Manchester,https://www.accountex.co.uk/london/speakers/mohammed-amin-mbe/,CÃ©cile Luciano,Director,Structured Finance Energy Europe Origination,https://www.accountex.co.uk/london/speakers/cecile-luciano/,Ian Cooper,Head of National Business Development,Futures For All,https://www.accountex.co.uk/london/speakers/ian-cooper-2/,,,,,,,,,https://www.accountex.co.uk/london/sessions/how-we-can-fix-the-talent-shortage-to-turbo-charge-growth/,FALSE
36372,Preserving generational wealth: The secrets of family investment companies,Day 2,14-May-26,Theatre 13 - Tax & Compliance,10:20,11:00,"Tax / VAT / MTD, Tax & MTD, HR & People","Tax & MTD, HR & Leadership","Family Investment Companies (FICs) are increasingly used to preserve and pass on wealth while retaining control. This seminar will take a practical look at how FICs can hold property, trading businesses and investment portfolios, enabling the older generation to control strategy and income while passing value to future generations. It will cover structuring, governance and common pitfalls, and show how FICs can be tax efficient for IHT, CGT and Income Tax. A must-attend session for accountants and tax advisers to family and entrepreneurial clients.",Nick Wright,Director & Head of Corporate Tax,Jerroms Miller Specialist Tax,https://www.accountex.co.uk/london/speakers/nick-wright/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/preserving-generational-wealth-the-secrets-of-family-investment-companies/,FALSE
36269,UK GAAP after the periodic review: Practical implications for year one,Day 2,14-May-26,Theatre 13 - Tax & Compliance,11:20,12:00,Other,"Other, Tax & MTD","The 2024 Periodic Review of UK GAAP brings a range of changes that will affect how entities recognise transactions, draft accounting policies and explain their results. While revenue recognition and lease accounting are areas of focus, changes include increasing the level of judgement, documentation and disclosure required across the financial statements. This session takes a practical look at how to prepare for the first set of financial statements under the revised standards, helping preparers and auditors understand priorities, where challenges are likely to arise and how to approach transition with confidence.",Julia Penny,ICAEW Past President - Chartered Accountant,JS Penny Ltd,https://www.accountex.co.uk/london/speakers/julia-penny/,Ollie Garrod,Senior Technical Writer,Croner,https://www.accountex.co.uk/london/speakers/ollie-garrod/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/uk-gaap-after-the-periodic-review-practical-implications-for-year-one/,FALSE
36371,Salary vs. dividends: Top 5 profit extraction strategies,Day 2,14-May-26,Theatre 13 - Tax & Compliance,12:20,13:00,"Tax / VAT / MTD, Tax & MTD, Data & Analytics","Data & Analytics, Tax & MTD, Payroll","From 2025/26, directors of close companies must itemise dividends on tax returns, giving HMRC clearer insight into total remuneration. With rising taxes and closer scrutiny, profit extraction is becoming more challenging. This seminar explores whether the salarydividend model still works, HMRC's view on acceptable planning, the impact of recent income tax and NI changes, and practical alternative strategies, pitfalls and guidance for advisers supporting directors.",Nick Wright,Director & Head of Corporate Tax,Jerroms Miller Specialist Tax,https://www.accountex.co.uk/london/speakers/nick-wright/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/salary-vs-dividends-top-5-profit-extraction-strategies/,FALSE
36385,FRS 102 leases: Your 2026 implementation toolkit,Day 2,14-May-26,Theatre 13 - Tax & Compliance,13:20,14:00,"Regulation & Legislation, Data & Analytics, Banking & Payments, Practice Management","Regulation & Legislation, Practice Management, Banking & Payments, Data & Analytics","The FRS 102 lease accounting changes take effect 1 January 2026 - that's your clients' next financial year-end for most. Operating leases move onto the balance sheet, impacting financial metrics and bank covenants. Are you and your clients ready? This session equips you to implement these changes efficiently: identifying affected leases, leveraging exemptions to reduce workload, performing transition calculations, and managing client concerns about sudden balance sheet impacts. What makes this stand out: practical strategies from someone who's implemented standards in small and medium practices.",Lindsay Webber,Head of Strategic Solutions,CPDStore,https://www.accountex.co.uk/london/speakers/lindsay-webber/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/frs-102-leases-your-2026-implementation-toolkit/,FALSE
36318,A post-implementation review of MTD ITSA and top tips: Phase 2 and beyond,Day 2,14-May-26,Theatre 13 - Tax & Compliance,14:20,15:00,"Tax / VAT / MTD, Tax & MTD, Document Management","Document Management, Tax & MTD","With the April 2026 MTD for ITSA deadline mandating those earning over £50,000 to maintain digital records and submit quarterly updates to HMRC now in effect, the UK tax landscape has fundamentally shifted from annual filings to real-time digital compliance. What have we learned? Join our expert session with Diane Wright as we review the initial rollout's successes and hurdles, while looking ahead to the next critical milestones for landlords and sole traders.",Diane Wright,Senior Technical Writer,Croner,https://www.accountex.co.uk/london/speakers/diane-wright/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/a-post-implementation-review-of-mtd-itsa-and-top-tips-phase-2-and-beyond/,FALSE
36270,"Ethical tax planning in practice: Balancing client pressure, risk and reputation",Day 2,14-May-26,Theatre 13 - Tax & Compliance,15:20,16:00,"Tax / VAT / MTD, Tax & MTD","Tax & MTD, Other","You know you need to be ethical. While the PCRT (Professional Conduct in Relation to Taxation) and HMRC's Standard for Agents set clear expectations, the most difficult decisions arise in grey areas, where commercial demands, risk and reputation collide. This session examines the real tipping points where ethical boundaries are tested in practice. Through practical scenarios, you'll gain clarity on where planning crosses the line, how to manage difficult client conversations, and how to protect your firm by building a reputation grounded in trust, integrity and sound professional judgement.",Julia Penny,ICAEW Past President - Chartered Accountant,JS Penny Ltd,https://www.accountex.co.uk/london/speakers/julia-penny/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/ethical-tax-planning-in-practice-balancing-client-pressure-risk-and-reputation/,FALSE
37574,The Modern CFO Tech Stack: Beyond Fragmentation,Day 2,14-May-26,Theatre 2 - FD Show 2,11:20,12:00,"Data & Analytics, Practice Management","CFO, Data & Analytics, Technology & Software","As finance leaders take on increasingly strategic roles, the modern CFO must rethink how technology enables agility, insight, and growth. This session explores the evolving finance tech landscapeend-to-end platforms, specialized point solutions, and examining the real ROI of integrated systems. We'll unpack the challenges of tech fragmentation, data silos, and overlapping tools. With solutions like Zoho Finance Suite from Zoho, organisations can see how tightly integrated ecosystems reduce complexity, improve data visibility, and accelerate decision-makingdemonstrating the tangible value of a unified approach.",Reshma Roy,"Director, Accountants Channel & Partnerships UK & Europe",Zoho Corporation,https://www.accountex.co.uk/london/speakers/reshma-roy/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/the-modern-cfo-tech-stack-beyond-fragmentation/,FALSE
36418,From Excel to AI agents: A practical framework for automating finance processes,Day 2,14-May-26,Theatre 2 - FD Show 2,12:20,13:00,"Data Analytics, AI & Automation, Practice Management","Practice Management, AI & Automation, Data & Analytics","Everyone's talking about AI agents, but how do you build one that's auditable and understands your processes? I'll share a practical 5-step framework for automating finance processes with AI agents. I'll show you how to move from Excel-based workflows to intelligent automation that handles real accounting work. We'll cover getting your data ready, designing a ""team of agents,"" and keeping humans in the loop at critical points. Live demonstrations will show how to teach an agent your business rules. You'll leave with a clear roadmap to either build agents yourself or intelligently oversee someone building them for you",Rishi Sapra,AI For Business Intelligence (AI4BI) Offering Lead,Avanade/Accenture,https://www.accountex.co.uk/london/speakers/rishi-sapra/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/from-excel-to-ai-agents-a-practical-framework-for-automating-finance-processes/,FALSE
36395,Building repeatable cost optimisation engines: How finance leaders turn cost pressure into sustainable performance,Day 2,14-May-26,Theatre 2 - FD Show 2,13:20,14:00,Other,"Other, CFO","Cost optimisation is no longer about short-term cuts  it's about building a repeatable, sustainable performance capability. This session shows finance leaders how to move from one-off cost programmes to embedded cost optimisation engines that deliver consistent, long-term value. Learn how structured collaboration enables cross-functional execution, how governance protects savings, and how finance leaders can turn cost pressure into strategic advantage.",Alistair Roman,Interim CFO/FD,Cost Optimisation Consultancy,https://www.accountex.co.uk/london/speakers/alistair-roman/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/building-repeatable-cost-optimisation-engines-how-finance-leaders-turn-cost-pressure-into-sustainable-performance/,FALSE
36342,Fractional FDs: Wowing clients in the age of AI,Day 2,14-May-26,Theatre 2 - FD Show 2,14:20,15:00,"AI, AI & Automation, Outsourcing","AI & Automation, CFO, Client Communication","As AI reshapes the finance industry, the firms that stand out won't just be the most automated - they'll be the most memorable. This panel breaks down how fractional FDs can use AI-enabled tools and ways of working to totally delight clients. Attendees will leave with clear frameworks, real examples, and simple habits to improve first impressions, reduce friction, and build loyalty as AI transforms how fractional finance work gets done.",Paddy Aling,Fractional CFO,AMS Group,https://www.accountex.co.uk/london/speakers/paddy-aling/,Fi Titus,CEO & Co-Founder,Fineo,https://www.accountex.co.uk/london/speakers/fi-titus/,Sam Tasker-Grindley,Founder,Nexus,https://www.accountex.co.uk/london/speakers/sam-tasker-grindley/,Abi Kolade,Commercial Finance Leader,Zeneducate,https://www.accountex.co.uk/london/speakers/abi-kolade/,,,,,https://www.accountex.co.uk/london/sessions/fractional-fds-wowing-clients-in-the-age-of-ai/,FALSE
36287,Why would my business need a 2nd CFO?!,Day 2,14-May-26,Theatre 2 - FD Show 2,15:20,16:00,"AI & Automation, HR & People, Practice Management","Practice Management, HR & Leadership, CFO","In this session, we'll look at how the CFO role is evolvingmoving beyond traditional financial control into shaping strategy, leading transformation, and managing organisational risk. We'll explore the three pressures that most often prompt CFOs to seek peer support: increasing complexity, limited capacity, and the growing consequences of each decision. We'll also talk through the early signs that the role may have expanded beyond what one person can realistically take on, along with practical ways to assess whether additional support could improve outcomes, reduce risk, and help prevent burnout. Throughout the session, you'll hear directly from experienced CFOs who'll share their own perspectives on these challenges and how they've helped organisations navigate them.",Charlotte Page,,CFO Centre,https://www.accountex.co.uk/london/speakers/charlotte-page/,Chris Thomas,Portfolio Chief Finance Officer,CFO Centre,https://www.accountex.co.uk/london/speakers/chris-thomas/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/why-would-my-business-need-a-2nd-cfo/,FALSE
37725,Economic outlook 2026: Turbulence & resilience,Day 2,14-May-26,Theatre 3 - Practice Excellence,10:20,11:00,,"Other, Regulation & Legislation",This session will explore the UK's economic landscape with a particular focus on how the economy is responding to conflict in the Middle East.,Sebastian Burnside,Chief Economist,Natwest,https://www.accountex.co.uk/london/speakers/sebastian-burnside/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/economic-outlook-2026-turbulence-resilience/,FALSE
37325,From Receipt to Return: What Breaks When Annual Becomes Quarterly,Day 2,14-May-26,Theatre 3 - Practice Excellence,11:20,12:00,"Tax / VAT / MTD, Tax & MTD, Expenses, Practice Management","Practice Management, Technology & Software, Other","MTD isn't a software upgrade  it's a clock speed change. Moving from annual to quarterly compliance puts pressure on every stage of your practice: onboarding, data collection, workflows, review, submission, and data security. This session maps the full lifecycle  from receipt capture to HMRC submission  highlighting where bottlenecks and capacity issues will arise. You'll leave with a clear readiness assessment and a practical onboarding timeline, so you're prepared well ahead of the first quarterly deadline.",Eva Mrazikova,"Senior Director, Global Accountancy",IRIS,https://www.accountex.co.uk/london/speakers/eva-mrazikova-2/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/from-receipt-to-return-what-breaks-when-annual-becomes-quarterly/,FALSE
37036,CPD on steroids: The career-boosting power of volunteering,Day 2,14-May-26,Theatre 3 - Practice Excellence,12:20,13:00,"Engagement / Recruitment / Training / Development / Upskilling / Retention / HR, HR & People",HR & Leadership,"What if the most powerful professional development you could do was completely free? In this engaging panel, finance professionals share how volunteering their financial skills became ""CPD on steroids"" - fast-tracking leadership skills, building confidence, improving well-being, and opening unexpected career opportunities. Hear real stories from finance leaders at different stages of their careers and how skills-based volunteering provides experiential learning you cannot get in a classroom. Whether you're an individual or lead a team, learn how volunteering can accelerate development while helping charities thrive.",Alex Marsh,Co-founder and Chair of Trustees,Charterpath,https://www.accountex.co.uk/london/speakers/alex-marsh/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/cpd-on-steroids-the-career-boosting-power-of-volunteering/,FALSE
36367,The gender pensions gap: The hidden retirement crisis for women in the UK,Day 2,14-May-26,Theatre 3 - Practice Excellence,13:20,14:00,"Auto Enrolment / Pensions, Payroll, HR & People","Payroll, HR & Leadership","A girl needs to start saving for her pension at age 3. Not because she's behind  but because the system is. Our latest research shows that to retire with the same pension as a man, a woman has to start decades earlier. The gender pensions gap isn't a retirement problem. It's baked into pay, work and care from the very start of life. Drawing on now: pensions' 2024 Gender Pensions Gap report, this session pulls apart how inequality compounds over time  and asks the uncomfortable question: why are we still accepting it?",Samantha Gould,Head of PR and Campaigns,now:pensions,https://www.accountex.co.uk/london/speakers/samantha-gould/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/the-gender-pensions-gap-the-hidden-retirement-crisis-for-women-in-the-uk/,FALSE
36384,Why accountants need to put Bitcoin on their balance sheets,Day 2,14-May-26,Theatre 3 - Practice Excellence,14:20,15:00,Digital Assets / Blockchain / Crypto Currency,Other,,Dan Howitt,CEO,Recap,https://www.accountex.co.uk/london/speakers/dan-howitt/,Susie Violet Ward,CEO and Founder,Bitcoin Policy UK,https://www.accountex.co.uk/london/speakers/susie-violet-ward/,James Dewar,Founding Partner,Bridge 2 Bitcoin,https://www.accountex.co.uk/london/speakers/james-dewar/,Jordan Walker,Founder,The Bitcoin Collective,https://www.accountex.co.uk/london/speakers/jordan-walker/,,,,,https://www.accountex.co.uk/london/sessions/why-accountants-need-to-put-bitcoin-on-their-balance-sheets/,FALSE
36301,"How to Win £1,000,000 in New Business (Without Chasing Anyone)",Day 2,14-May-26,Theatre 3 - Practice Excellence,15:20,16:00,Sales & Marketing / Branding / Social Media,Marketing & Growth,"I'm going to literally and figuratively put money in your pocket. This session is for accountants done with guesswork, winging it, or waiting on referrals. We'll break down how to create the right environment for prospects to want to buy from you, using the R.E.P.R.E.S.E.N.T. framework: Reach: Show up in the right places Engage: Creating meaningful conversations Position: Become the clear first choice Relevance: Say what genuinely matters Environment: Let your digital presence work Strategy: Turn interest into action Evidence: Prove trust with real results Nurture: Stay front of mind Target: Attract ideal clients",James Sundin,Co-founder & Chief Evangelist,R.E.P.R.E.S.E.N.T,https://www.accountex.co.uk/london/speakers/james-sundin/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/how-to-win-1000000-in-new-business-without-chasing-anyone/,FALSE
36315,Keeping pace with AML: Current expectations and what's coming next,Day 2,14-May-26,Theatre 4 - ACCA Thinkers,10:20,11:00,"AML - Anti Money Laundering, AML/KYC",AML/KYC,"This session explain why Anti-Money Laundering (AML) compliance is critical for accounting firms. It goes beyond the basics to explore AML controls and risk-based approaches, and provides practical advice and best practices for implementing robust AML frameworks. By the end of the session participants will have a greater understanding of: How to take a proactive approach to risk management, rather than relying on ""tick-box"" compliance. Practical ways to identify weaknesses in existing AML processes and strengthen defences. What to expect next in the evolving AML landscape.",David Potts,Director of Policy & Regulation at the AIA,AIA,https://www.accountex.co.uk/london/speakers/david-potts/,Steven Armstrong,AML Lead,ACCA,https://www.accountex.co.uk/london/speakers/steven-armstrong/,Wesley Walsh,Head of AML & Operations,ACCA,https://www.accountex.co.uk/london/speakers/wesley-walsh/,,,,,,,,,https://www.accountex.co.uk/london/sessions/keeping-pace-with-aml-current-expectations-and-whats-coming-next/,FALSE
36374,Talent trends: Exploring the UK response to the biggest talent survey across the profession,Day 2,14-May-26,Theatre 4 - ACCA Thinkers,11:20,12:00,"Research & Development, AI & Automation, HR & People",HR & Leadership,"In the biggest global talent survey across the accountancy profession, our latest annual Global Talent Trends Survey 2026 provides a unique and vital view of how people feel about their life at work. This session dives into the UK responses, from a broad range of sectors, enabling us to get a deeper understanding of attitudes among the UK accountancy and finance workforce about issues such as job mobility, AI, and the cost of living crisis.",Joe Fitzsimons,Regional Lead Policy and Insights,ACCA,https://www.accountex.co.uk/london/speakers/joe-fitzsimons/,Gemma Gathercole,Strategic Engagement Lead,ACCA,https://www.accountex.co.uk/london/speakers/gemma-gathercole/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/talent-trends-exploring-the-uk-response-to-the-biggest-talent-survey-across-the-profession/,FALSE
36934,Planning your exit: Strategies for a smooth transition from practice ownership,Day 2,14-May-26,Theatre 4 - ACCA Thinkers,12:20,13:00,"Exit Strategies, Practice Management","Practice Management, Exit Strategies","Every practice owner will exit somedaywhether by choice or circumstance. The question is: will it be on your terms? In this session, our expert panel will explore the key considerations for planning your exit, what you need to think about, and how to prepare effectively. We'll cover: ¢ When to start planning your exit ¢ Who and what should be factored into your planning ¢ The different exit routes available ¢ What third party buyers typically look for ¢ How to prepare your practice for a successful transition ¢ What ""good"" looks like in a well executed exit strategy",Chloe Britnell,CTO & Partner,PJCO,https://www.accountex.co.uk/london/speakers/chloe-britnell/,Shiv Shah,Chief Growth Officer,TC Group,https://www.accountex.co.uk/london/speakers/shiv-shah/,Peter Jarman,Partner,PJCO,https://www.accountex.co.uk/london/speakers/peter-jarman/,Bridget Foley,Member Advocacy Manager,ACCA,https://www.accountex.co.uk/london/speakers/bridget-foley/,,,,,https://www.accountex.co.uk/london/sessions/planning-your-exit-strategies-for-a-smooth-transition-from-practice-ownership/,FALSE
37073,Beyond cloud: Building an integrated tech ecosystem,Day 2,14-May-26,Theatre 4 - ACCA Thinkers,13:20,14:00,"Technology & Software, CRM & Comms, Practice Management","Technology & Software, Practice Management, Marketing & Growth","This sessions explores why moving beyond basic cloud adoption is essential for modern accounting firms. Showcase how integrated technology ecosystems improve efficiency, client experience, and scalability. Provide practical steps for building and managing a connected tech stack. Covering: ¢ Cloud was the first stepbut integration is the game-changer. Are your tools talking to each other? ¢ Why Go Beyond Cloud? ¢ What is an Integrated Tech Ecosystem? ¢ Benefits and challenges ¢ Practical advice to move forward",Donna Beddis,Founder & Director,The Accountants Best Friend Ltd,https://www.accountex.co.uk/london/speakers/donna-beddis/,Katy Bayliss,Chief Innovation Officer,Crowe UK,https://www.accountex.co.uk/london/speakers/katy-bayliss/,Miriam Akhtar,Head of Digital Services,TC Alexander Sloan,https://www.accountex.co.uk/london/speakers/miriam-akhtar/,,,,,,,,,https://www.accountex.co.uk/london/sessions/beyond-cloud-building-an-integrated-tech-ecosystem/,FALSE
